completed | 00001_amaru | 余る | general | godan verb
pending | 16263_chisanchishou | 地産地消 | general | noun
pending | 16264_jikyuujisoku | 自給自足 | general | noun
pending | 16265_kouzakaisetsu | 口座開設 | general | noun, suru verb
pending | 16266_kenjuu | 拳銃 | general | noun
pending | 16267_oitomasuru | お暇する | general | expression
pending | 16268_namagawaki | 生乾き | general | noun, adjective-no
pending | 16269_unmakase | 運任せ | general | noun, adjective-no
pending | 16270_koufukukan | 幸福感 | general | noun
pending | 16271_reishoku | 冷食 | general | noun
pending | 16272_misoka | 三十日 | general | noun
pending | 16273_moritateru | 盛り立てる | general | verb (ichidan)
pending | 16274_nihakumikka | 二泊三日 | general | noun
pending | 16275_tsuuwaryou | 通話料 | general | noun
pending | 16276_roudouryoku | 労働力 | general | noun
pending | 16277_tounanajia | 東南アジア | general | noun
pending | 16278_kerakera | けらけら | general | adverb, onomatopoeia
pending | 16279_namayasai | 生野菜 | general | noun
pending | 16280_tegiwanoii | 手際のいい | general | expression
pending | 16281_chuukibo | 中規模 | general | noun, adjective-no
pending | 16282_kouseinou | 高性能 | general | noun, adjective-no
pending | 16283_daikoubutsu | 大好物 | general | noun
pending | 16284_fuheifuman | 不平不満 | general | noun
pending | 16285_homechigiru | 褒めちぎる | general | verb-godan
pending | 16286_meijiishin | 明治維新 | general | noun
pending | 16287_nengu | 年貢 | general | noun
pending | 16288_kobutsushou | 古物商 | general | noun
pending | 16289_shitsugioutou | 質疑応答 | general | noun
pending | 16290_hitsuyoufukaketsu | 必要不可欠 | general | na-adjective, noun
pending | 16291_shisanka | 資産家 | general | noun
pending | 16292_chuuzetsu | 中絶 | general | noun, verb-suru
pending | 16293_choushinki | 聴診器 | general | noun
pending | 16294_ikkyuuhin | 一級品 | general | noun
pending | 16295_hyoumenka | 表面化 | general | noun, verb-suru
pending | 16296_hibouchuushou | 誹謗中傷 | general | noun, verb-suru
pending | 16297_kamotsuressha | 貨物列車 | general | noun
pending | 16298_ashiwonobasu | 足を延ばす | general | expression
pending | 16299_shinkuupakku | 真空パック | general | noun, verb-suru
pending | 16300_bonsaku | 凡作 | general | noun
pending | 16301_oodougu | 大道具 | general | noun
pending | 16302_kinnikushitsu | 筋肉質 | general | na-adjective, noun
pending | 16303_kumadori | 隈取り | general | noun
pending | 16304_maamareedo | マーマレード | general | noun
pending | 16305_kyuunyuuki | 吸入器 | general | noun
pending | 16306_geigi | 芸妓 | general | noun
pending | 16307_kentoushi | 遣唐使 | general | noun
pending | 16308_gunyuu | 群雄 | general | noun
pending | 16309_denshigakki | 電子楽器 | general | noun
pending | 16310_namuru | ナムル | general | noun
pending | 16311_shirabyoushi | 白拍子 | general | noun
pending | 16312_minotakeniau | 身の丈に合う | general | expression
pending | 16313_bankai | 挽回 | general | noun, verb (suru)
pending | 16314_hyouteki | 標的 | general | noun
pending | 16315_kokorozuyoi | 心強い | general | i-adjective
pending | 16316_onkyou | 音響 | general | noun
pending | 16317_eiyaku | 英訳 | general | noun, verb (suru)
pending | 16318_gengou | 元号 | general | noun
pending | 16319_shitsunen | 失念 | general | noun, verb (suru)
pending | 16320_hakihaki | はきはき | general | adverb, verb (suru)
pending | 16321_kuichigau | 食い違う | general | godan verb
pending | 16322_mukaikaze | 向かい風 | general | noun
pending | 16323_oyakoukou | 親孝行 | general | noun, na-adjective, verb (suru)
pending | 16324_doudouto | 堂々と | general | adverb
pending | 16325_gassou | 合奏 | general | noun, verb (suru)
pending | 16326_kakukazoku | 核家族 | general | noun
pending | 16327_jigyaku | 自虐 | general | noun
pending | 16328_yuusei | 優勢 | general | noun, na-adjective
pending | 16329_furuhonya | 古本屋 | general | noun
pending | 16330_uwagaki | 上書き | general | noun, verb (suru)
pending | 16331_kisekae | 着せ替え | general | noun
pending | 16332_shimekukuru | 締め括る | general | godan verb
pending | 16333_shinshuku | 伸縮 | general | noun, verb (suru)
pending | 16334_housha | 放射 | general | noun, verb (suru)
pending | 16335_wariate | 割り当て | general | noun
pending | 16336_sutebachi | 捨て鉢 | general | na-adjective, noun
pending | 16337_zehitomo | 是非とも | general | adverb
pending | 16338_ichidanto | 一段と | general | adverb
pending | 16339_youma | 洋間 | general | noun
pending | 16340_youiku | 養育 | general | noun, verb (suru)
pending | 16341_senryou | 染料 | general | noun
pending | 16342_keisei | 形勢 | general | noun
pending | 16343_gakeppuchi | 崖っぷち | general | noun
pending | 16344_shiokuri | 仕送り | general | noun, suru verb
pending | 16345_mendoukusai | 面倒臭い | general | i-adjective
pending | 16346_taiseiyou | 大西洋 | general | noun
pending | 16347_zekkouchou | 絶好調 | general | noun
pending | 16348_decchiageru | でっち上げる | general | ichidan verb, transitive
pending | 16349_miukeru | 見受ける | general | ichidan verb, transitive
pending | 16350_hakushigou | 博士号 | general | noun
pending | 16351_kantai | 歓待 | general | noun, suru verb
pending | 16352_hitorimae | 一人前 | general | noun
pending | 16353_otetsudaisan | お手伝いさん | general | noun
pending | 16354_kougou | 皇后 | general | noun
pending | 16355_namachuukei | 生中継 | general | noun, suru verb
pending | 16356_nagabanashi | 長話 | general | noun, suru verb
pending | 16357_bocchan | 坊っちゃん | general | noun
pending | 16358_izentoshite | 依然として | general | adverb
pending | 16359_zoukei | 造詣 | general | noun
pending | 16360_kanguru | 勘繰る | general | godan verb, transitive
pending | 16361_sumikko | 隅っこ | general | noun
pending | 16362_mimikaki | 耳かき | general | noun
pending | 16363_fukinukeru | 吹き抜ける | general | ichidan verb, intransitive
pending | 16364_hitoanshin | 一安心 | general | noun, suru verb
pending | 16365_kuudou | 空洞 | general | noun
pending | 16366_tanraku | 短絡 | general | noun, suru verb
pending | 16367_doufuu | 同封 | general | noun, suru verb
pending | 16368_kasakasa | カサカサ | general | adverb, onomatopoeia
pending | 16369_tasuuketsu | 多数決 | general | noun
pending | 16370_shikkan | 疾患 | general | noun
pending | 16371_sujigatooru | 筋が通る | general | expression
pending | 16372_saihate | 最果て | general | noun
pending | 16373_kusuriyubi | 薬指 | general | noun
pending | 16374_kujo | 駆除 | general | noun / suru-verb
pending | 16375_jogai | 除外 | general | noun / suru-verb
pending | 16376_noborizaka | 上り坂 | general | noun
pending | 16377_kudarizaka | 下り坂 | general | noun
pending | 16378_kanji | 幹事 | general | noun
pending | 16379_kakurega | 隠れ家 | general | noun
pending | 16380_kyoutou | 教頭 | general | noun
pending | 16381_chourei | 朝礼 | general | noun
pending | 16382_choukan | 朝刊 | general | noun
pending | 16383_rishoku | 離職 | general | noun / suru-verb
pending | 16384_kyouki | 凶器 | general | noun
pending | 16385_mokudoku | 黙読 | general | noun / suru-verb
pending | 16386_shitadori | 下取り | general | noun / suru-verb
pending | 16387_ekishou | 液晶 | general | noun
pending | 16388_kyuuryuu | 急流 | general | noun
pending | 16389_chuushi | 注視 | general | noun / suru-verb
pending | 16390_rintoshita | 凛とした | general | expression
pending | 16391_seizen | 生前 | general | noun
pending | 16392_kennai | 圏内 | general | noun
pending | 16393_kinryoku | 筋力 | general | noun
pending | 16394_fuuhyou | 風評 | general | noun
pending | 16395_kinagani | 気長に | general | adverb
pending | 16396_meifuku | 冥福 | general | noun
pending | 16397_warudakumi | 悪巧み | general | noun
pending | 16398_okusoku | 憶測 | general | noun / suru-verb
pending | 16399_kyokusetsu | 曲折 | general | noun / suru-verb
pending | 16400_heisei | 平静 | general | noun / na-adjective
pending | 16401_teri | 照り | general | noun
pending | 16402_kama | 鎌 | general | noun
pending | 16403_yajiuma | 野次馬 | general | noun
pending | 16404_monomezurashii | 物珍しい | general | i-adjective
pending | 16405_hyouronka | 評論家 | general | noun
pending | 16406_shinsho | 新書 | general | noun
pending | 16407_yamazumi | 山積み | general | noun
pending | 16408_tannin | 担任 | general | noun
pending | 16409_fujouri | 不条理 | general | noun, na-adjective
pending | 16410_monogoshi | 物腰 | general | noun
pending | 16411_youchuu | 幼虫 | general | noun
pending | 16412_zeppeki | 絶壁 | general | noun
pending | 16413_genten | 減点 | general | noun, suru verb
pending | 16414_keisandakai | 計算高い | general | i-adjective
pending | 16415_atsugeshou | 厚化粧 | general | noun
pending | 16416_fuiuchi | 不意打ち | general | noun
pending | 16417_sanagara | さながら | general | adverb
pending | 16418_iikaesu | 言い返す | general | godan verb, transitive
pending | 16419_mudabanashi | 無駄話 | general | noun
pending | 16420_kitakubu | 帰宅部 | general | noun
pending | 16421_gessha | 月謝 | general | noun
pending | 16422_tsumasaki | 爪先 | general | noun
pending | 16423_daikangei | 大歓迎 | general | noun, suru verb
pending | 16424_tenbukuro | 天袋 | general | noun
pending | 16425_shoukou | 焼香 | general | noun, suru verb
pending | 16426_senritsu | 戦慄 | general | noun, suru verb
pending | 16427_kyoudai | 鏡台 | general | noun
pending | 16428_kenjou | 謙譲 | general | noun
pending | 16429_shura | 修羅 | general | noun
pending | 16430_garou | 画廊 | general | noun
pending | 16431_koukan | 好感 | general | noun
pending | 16432_kouten | 荒天 | general | noun
pending | 16433_juunanna | 柔軟な | general | na-adjective
pending | 16434_musekininna | 無責任な | general | na-adjective
pending | 16435_denshishoseki | 電子書籍 | general | noun
pending | 16436_kanaami | 金網 | general | noun
pending | 16437_usugeshou | 薄化粧 | general | noun
pending | 16438_byoushou | 病床 | general | noun
pending | 16439_daiyou | 代用 | general | noun, suru verb
pending | 16440_kyouchousei | 協調性 | general | noun
pending | 16441_kankeisha | 関係者 | general | noun
pending | 16442_enkon | 怨恨 | general | noun
pending | 16443_zentaizou | 全体像 | general | noun
pending | 16444_hassui | 撥水 | general | noun
pending | 16445_mufuu | 無風 | general | noun
pending | 16446_saikakunin | 再確認 | general | noun, suru verb
pending | 16447_kourakuchi | 行楽地 | general | noun
pending | 16448_saishinban | 最新版 | general | noun
pending | 16449_ippandou | 一般道 | general | noun
pending | 16450_teinentaishoku | 定年退職 | general | noun, suru verb
pending | 16451_sanpuku | 山腹 | general | noun
pending | 16452_gyakutenmake | 逆転負け | general | noun, suru verb
pending | 16453_hiyokuna | 肥沃な | general | na-adjective
pending | 16454_shouhou | 詳報 | general | noun
pending | 16455_kenkouiji | 健康維持 | general | noun
pending | 16456_chuudou | 中道 | general | noun
pending | 16457_gunbu | 群舞 | general | noun
pending | 16458_kotaisa | 個体差 | general | noun
pending | 16459_gyakutengeki | 逆転劇 | general | noun
pending | 16460_ichimoudajin | 一網打尽 | general | noun
pending | 16461_suuchika | 数値化 | general | noun, suru verb
pending | 16462_saikoyou | 再雇用 | general | noun, suru verb
pending | 16463_sujigaki | 筋書き | general | noun
pending | 16464_chuuihou | 注意報 | general | noun
pending | 16465_kyoutan | 驚嘆 | general | noun / suru verb
pending | 16466_shinkan | 新刊 | general | noun
pending | 16467_ketsugi | 決議 | general | noun / suru verb
pending | 16468_ikkouni | 一向に | general | adverb
pending | 16469_setsuzei | 節税 | general | noun / suru verb
pending | 16470_chidoriashi | 千鳥足 | general | noun
pending | 16471_nayamigoto | 悩み事 | general | noun
pending | 16472_shian | 思案 | general | noun / suru verb
pending | 16473_nodogoshi | 喉越し | general | noun
pending | 16474_shukuhakushisetsu | 宿泊施設 | general | noun
pending | 16475_kazarimono | 飾り物 | general | noun
pending | 16476_hisho | 避暑 | general | noun / suru verb
pending | 16477_shokuhi | 食費 | general | noun
pending | 16478_namaensou | 生演奏 | general | noun
pending | 16479_shokubutsuen | 植物園 | general | noun
pending | 16480_taichouwokuzusu | 体調を崩す | general | expression
pending | 16481_nejireru | 捻じれる | general | verb (ichidan)
pending | 16482_choumusubi | 蝶結び | general | noun
pending | 16483_sengyo | 鮮魚 | general | noun
pending | 16484_nizakana | 煮魚 | general | noun
pending | 16485_kyousaku | 凶作 | general | noun
pending | 16486_kaihou | 快方 | general | noun
pending | 16487_hizumi | 歪み | general | noun
pending | 16488_kankoumeisho | 観光名所 | general | noun
pending | 16489_kakouhin | 加工品 | general | noun
pending | 16490_romen | 路面 | general | noun
pending | 16491_shunkou | 竣工 | general | noun / suru verb
pending | 16492_karizumai | 仮住まい | general | noun, suru verb
pending | 16493_teisei | 訂正 | general | noun / verb (suru)
pending | 16494_mugicha | 麦茶 | general | noun
pending | 16495_chissoku | 窒息 | general | noun / verb (suru)
pending | 16496_gyakujou | 逆上 | general | noun / verb (suru)
pending | 16497_sumizumi | 隅々 | general | noun
pending | 16498_tsukiyubi | 突き指 | general | noun / verb (suru)
pending | 16499_dekiai | 溺愛 | general | noun / verb (suru)
pending | 16500_hikyou | 秘境 | general | noun
pending | 16501_senshuuraku | 千秋楽 | general | noun
pending | 16502_aisogaii | 愛想がいい | general | expression / adjective (i)
pending | 16503_genkaishuuraku | 限界集落 | general | noun
pending | 16504_hakkoushokuhin | 発酵食品 | general | noun
pending | 16505_ikkinomi | 一気飲み | general | noun / verb (suru)
pending | 16506_hishochi | 避暑地 | general | noun
pending | 16507_zousui | 増水 | general | noun / verb (suru)
pending | 16508_renga | 連歌 | general | noun
pending | 16509_ryourichou | 料理長 | general | noun
pending | 16510_ryoukuu | 領空 | general | noun
pending | 16511_bansousha | 伴走者 | general | noun
pending | 16512_taishuubungaku | 大衆文学 | general | noun
pending | 16513_kodaibunmei | 古代文明 | general | noun
pending | 16514_otameshikikan | お試し期間 | general | noun
pending | 16515_shuushokuhyougaki | 就職氷河期 | general | noun
pending | 16516_kurazukuri | 蔵造り | general | noun
pending | 16517_miyakoochi | 都落ち | general | noun / verb (suru)
pending | 16518_tangonosekku | 端午の節句 | general | noun
pending | 16519_momonosekku | 桃の節句 | general | noun
pending | 16520_makunouchibentou | 幕の内弁当 | general | noun
pending | 16521_kurayashiki | 蔵屋敷 | general | noun
pending | 16522_genmaicha | 玄米茶 | general | noun
pending | 16523_hannyuu | 搬入 | general | noun / verb (suru)
pending | 16524_katateochi | 片手落ち | general | noun / adjective (na)
pending | 16525_fukugouki | 複合機 | general | noun
pending | 16526_kyuusokujuuden | 急速充電 | general | noun / verb (suru)
pending | 16527_tarenagasu | 垂れ流す | general | verb (godan)
pending | 16528_haraimodosu | 払い戻す | general | verb (godan)
pending | 16529_urakousaku | 裏工作 | general | noun / verb (suru)
pending | 16530_shinnyuukinshi | 進入禁止 | general | noun
pending | 16531_sekaiichi | 世界一 | general | noun / adverb
pending | 16532_kokusaikouryuu | 国際交流 | general | noun
pending | 16533_anshouninoriageru | 暗礁に乗り上げる | general | expression / verb (ichidan)
pending | 16534_dendoujitensha | 電動自転車 | general | noun
pending | 16535_kokoronosoko | 心の底 | general | noun
pending | 16536_sorejaa | それじゃあ | general | conjunction / interjection
pending | 16537_kotsubu | 小粒 | general | noun / adjective (na)
pending | 16538_chuushaken | 駐車券 | general | noun
pending | 16539_toriawase | 取り合わせ | general | noun
pending | 16540_bussonjiko | 物損事故 | general | noun
pending | 16541_okuchi | 奥地 | general | noun
pending | 16542_hamono | 葉物 | general | noun
pending | 16543_sokaku | 組閣 | general | noun / verb (suru)
pending | 16544_kateiyou | 家庭用 | general | noun / pre-noun adjectival
pending | 16545_suisanbutsu | 水産物 | general | noun
pending | 16546_keishou | 軽傷 | general | noun
pending | 16547_eikyouwooyobosu | 影響を及ぼす | general | expression / verb (godan)
pending | 16548_sashitsukaenakereba | 差し支えなければ | general | expression
pending | 16549_taikengata | 体験型 | general | noun / pre-noun adjectival
pending | 16550_sesshokufuryou | 接触不良 | general | noun
pending | 16551_inpeikousaku | 隠蔽工作 | general | noun / verb (suru)
pending | 16552_hodou | 補導 | general | noun / verb (suru)
pending | 16553_gomokuzushi | 五目寿司 | general | noun
pending | 16554_dokusha | 読者 | general | noun
pending | 16555_chakuchakuto | 着々と | general | adverb
pending | 16556_hisshini | 必死に | general | adverb
pending | 16557_ikkini | 一気に | general | adverb
pending | 16558_chuudoku | 中毒 | general | noun / verb (suru)
pending | 16559_seishounen | 青少年 | general | noun
pending | 16560_toukou | 登校 | general | noun / verb (suru)
pending | 16561_taikei | 体型 | general | noun
pending | 16562_shisatsu | 視察 | general | noun / verb (suru)
pending | 16563_choushuu | 徴収 | general | noun / verb (suru)
pending | 16564_setsuzokushi | 接続詞 | general | noun
pending | 16565_sengyoushufu | 専業主婦 | general | noun
pending | 16566_mokuromi | 目論見 | general | noun
pending | 16567_oetsu | 嗚咽 | general | noun / verb (suru)
pending | 16568_junji | 順次 | general | adverb
pending | 16569_musubime | 結び目 | general | noun
pending | 16570_kuchidome | 口止め | general | noun / verb (suru)
pending | 16571_hitokurou | 一苦労 | general | noun
pending | 16572_mokusatsu | 黙殺 | general | noun / verb (suru)
pending | 16573_haishinsha | 配信者 | general | noun
pending | 16574_shimetsukeru | 締め付ける | general | verb (ichidan)
pending | 16575_yousho | 要所 | general | noun
pending | 16576_kondan | 懇談 | general | noun / verb (suru)
pending | 16577_keibi | 軽微 | general | adjective (na)
pending | 16578_sumasu | 澄ます | general | verb (godan)
pending | 16579_sukebe | スケベ | general | noun / adjective (na)
pending | 16580_koakuma | 小悪魔 | general | noun
pending | 16581_oyasuminasai | おやすみなさい | general | expression
pending | 16582_hyokkori | ひょっこり | general | adverb, onomatopoeia
pending | 16583_datsuji | 脱字 | general | noun
pending | 16584_madonna | マドンナ | general | noun
pending | 16585_joururi | 浄瑠璃 | general | noun
pending | 16586_bungeishi | 文芸誌 | general | noun
pending | 16587_kakusou | 各層 | general | noun
pending | 16588_mouhatsu | 毛髪 | general | noun
pending | 16589_bakuga | 麦芽 | general | noun
pending | 16590_jikanme | 時間目 | general | suffix
pending | 16591_aaiu | ああいう | general | pre-noun adjectival
pending | 16592_mitsuni | 密に | general | adverb
pending | 16593_shihaika | 支配下 | general | noun
pending | 16594_shoujigami | 障子紙 | general | noun
pending | 16595_taimende | 対面で | general | adverb
pending | 16596_sanjuudai | 三十代 | general | noun
pending | 16597_shuushigou | 修士号 | general | noun
pending | 16598_gakushigou | 学士号 | general | noun
pending | 16599_hikoukai | 非公開 | general | noun
pending | 16600_kyoutsuugo | 共通語 | general | noun
pending | 16601_setsubiji | 接尾辞 | general | noun
pending | 16602_settouji | 接頭辞 | general | noun
pending | 16603_senensatsu | 千円札 | general | noun
pending | 16604_shussekiritsu | 出席率 | general | noun
pending | 16605_shunki | 春季 | general | noun
pending | 16606_shuuki | 秋季 | general | noun
pending | 16607_oooku | 大奥 | general | noun
pending | 16608_biyoueki | 美容液 | general | noun
pending | 16609_kansouhada | 乾燥肌 | general | noun
pending | 16610_indoyou | インド洋 | general | noun
pending | 16611_hanshutsu | 搬出 | general | noun, suru verb
pending | 16612_jufun | 受粉 | general | noun, suru verb
pending | 16613_gahaku | 画伯 | general | noun
pending | 16614_angoushisan | 暗号資産 | general | noun
pending | 16615_tenbaiyaa | 転売ヤー | general | noun
pending | 16616_gachou | 鵝鳥 | general | noun
pending | 16617_tteiuka | っていうか | general | conjunction
pending | 16618_anokata | あの方 | general | pronoun
pending | 16619_moukinrui | 猛禽類 | general | noun
pending | 16620_zenzengetsu | 前々月 | general | noun
pending | 16621_kurimodosu | 繰り戻す | general | verb (godan)
pending | 16622_joubun | 条文 | general | noun
pending | 16623_kyousanshugi | 共産主義 | general | noun
pending | 16624_futonkabaa | 布団カバー | general | noun
pending | 16625_minzokugaku | 民俗学 | general | noun
pending | 16626_gomokunarabe | 五目並べ | general | noun
pending | 16627_juujitsushita | 充実した | general | expression
pending | 16628_kaatsu | 加圧 | general | noun, suru verb
pending | 16629_shotoukyouiku | 初等教育 | general | noun
pending | 16630_yosomi | 他所見 | general | noun
pending | 16631_uchitsukeru | 打ちつける | general | verb (ichidan)
pending | 16632_jidousho | 児童書 | general | noun
pending | 16633_kindaiteki | 近代的 | general | adjective (na)
pending | 16634_nisesatsu | 偽札 | general | noun
pending | 16635_nitaki | 煮炊き | general | noun
pending | 16636_shakuyanin | 借家人 | general | noun
pending | 16637_tansanwari | 炭酸割り | general | noun
pending | 16638_sekizui | 脊髄 | general | noun
pending | 16639_kakugee | 格ゲー | general | noun
pending | 16640_gakuseki | 学籍 | general | noun
pending | 16641_yakimashi | 焼き増し | general | noun
pending | 16642_hinankankoku | 避難勧告 | general | noun
pending | 16643_kantongo | 広東語 | general | noun
pending | 16644_genji | 源氏 | general | noun
pending | 16645_yuujo | 遊女 | general | noun
pending | 16646_renyoukei | 連用形 | general | noun
pending | 16647_gangu | 玩具 | general | noun
pending | 16648_bakuyasu | 爆安 | general | na-adjective, noun
pending | 16649_aisowarai | 愛想笑い | general | noun
pending | 16650_nikkeikigyou | 日系企業 | general | noun
pending | 16651_jousuidou | 上水道 | general | noun
pending | 16652_ittou | 一党 | general | noun
pending | 16653_chuukanhoukoku | 中間報告 | general | noun
pending | 16654_shuuyouninzuu | 収容人数 | general | noun
pending | 16655_senpukukikan | 潜伏期間 | general | noun
pending | 16656_chokuryuu | 直流 | general | noun
pending | 16657_kyouzaihi | 教材費 | general | noun
pending | 16658_jikosuisen | 自己推薦 | general | noun
pending | 16659_ryuujou | 粒状 | general | noun, no-adjective
pending | 16660_koukokubaitai | 広告媒体 | general | noun
pending | 16661_sansobonbe | 酸素ボンベ | general | noun
pending | 16662_jimuzukue | 事務机 | general | noun
pending | 16663_gakushuuzukue | 学習机 | general | noun
pending | 16664_getsudo | 月度 | general | noun
pending | 16665_iritate | 煎り立て | general | noun, no-adjective
pending | 16666_honsekichi | 本籍地 | general | noun
pending | 16667_aashite | ああして | general | adverb
pending | 16668_boukabi | 防カビ | general | noun, no-adjective
pending | 16669_tanehon | 種本 | general | noun
pending | 16670_shidouan | 指導案 | general | noun
pending | 16671_mamedenkyuu | 豆電球 | general | noun
pending | 16672_koorigashi | 氷菓子 | general | noun
pending | 16673_yuwakashiki | 湯沸かし器 | general | noun
pending | 16674_wadaizukuri | 話題作り | general | noun
pending | 16675_kakujoshi | 格助詞 | general | noun
pending | 16676_sangakurenkei | 産学連携 | general | noun
pending | 16677_kourigyou | 小売業 | general | noun
pending | 16678_oroshiurigyou | 卸売業 | general | noun
pending | 16679_byousoku | 秒速 | general | noun
pending | 16680_funsoku | 分速 | general | noun
pending | 16681_issakujitsu | 一昨日 | general | noun
pending | 16682_shoutokutaishi | 聖徳太子 | general | noun
pending | 16683_nennensaisai | 年々歳々 | general | adverb
pending | 16684_himatsubushi | 暇つぶし | general | noun
pending | 16685_donjiri | どん尻 | general | noun
pending | 16686_tekishita | 適した | general | pre-noun adjectival
pending | 16687_mimuku | 見向く | general | verb (godan)
pending | 16688_ichijikanhan | 一時間半 | general | noun
pending | 16689_hokkyoku | 北極 | general | noun
pending | 16690_ushiromuki | 後ろ向き | general | noun, adjective (na)
pending | 16691_nakoudo | 仲人 | general | noun
pending | 16692_kanbi | 完備 | general | noun, verb (suru)
pending | 16693_tanmei | 短命 | general | noun, adjective (na)
pending | 16694_yakuba | 役場 | general | noun
pending | 16695_iegara | 家柄 | general | noun
pending | 16696_neiki | 寝息 | general | noun
pending | 16697_byouyomi | 秒読み | general | noun
pending | 16698_ikinuki | 息抜き | general | noun, verb (suru)
pending | 16699_kibarashi | 気晴らし | general | noun
pending | 16700_kanashibari | 金縛り | general | noun
pending | 16701_unasareru | うなされる | general | verb (ichidan)
pending | 16702_hatsuyume | 初夢 | general | noun
pending | 16703_kasegidoki | 稼ぎ時 | general | noun
pending | 16704_kaitoru | 買い取る | general | verb (godan)
pending | 16705_shinkiroku | 新記録 | general | noun
pending | 16706_anteikan | 安定感 | general | noun
pending | 16707_zouen | 造園 | general | noun, verb (suru)
pending | 16708_yaei | 野営 | general | noun, verb (suru)
pending | 16709_setsuei | 設営 | general | noun, verb (suru)
pending | 16710_jitsubutsudai | 実物大 | general | noun, adjective (no)
pending | 16711_keitora | 軽トラ | general | noun
pending | 16712_nandaka | 何だか | general | adverb
pending | 16713_shuusoku | 終息 | general | noun, verb (suru)
pending | 16714_joudeki | 上出来 | general | noun, adjective (na)
pending | 16715_fudeki | 不出来 | general | noun, adjective (na)
pending | 16716_gokaku | 互角 | general | noun, adjective (na)
pending | 16717_mayoko | 真横 | general | noun
pending | 16718_mamukai | 真向かい | general | noun
pending | 16719_matohazure | 的外れ | general | noun, adjective (na)
pending | 16720_kouhyou | 好評 | general | noun, adjective (na)
pending | 16721_kokuhyou | 酷評 | general | noun, verb (suru)
pending | 16722_nandai | 難題 | general | noun
pending | 16723_touwaku | 当惑 | general | noun, verb (suru)
pending | 16724_narikin | 成金 | general | noun
pending | 16725_hirashain | 平社員 | general | noun
pending | 16726_iroaseru | 色あせる | general | verb (ichidan)
pending | 16727_ashidome | 足止め | general | noun, verb (suru)
pending | 16728_kuchisaki | 口先 | general | noun
pending | 16729_sessei | 節制 | general | noun, verb (suru)
pending | 16730_katsuzetsu | 滑舌 | general | noun
pending | 16731_nebousuru | 寝坊する | general | noun, verb (suru)
pending | 16732_kannushi | 神主 | general | noun
pending | 16733_futomomo | 太もも | general | noun
pending | 16734_oikakeru | 追いかける | general | verb (ichidan)
pending | 16735_yakitate | 焼きたて | general | noun
pending | 16736_agetate | 揚げたて | general | noun
pending | 16739_souzai | 総菜 | general | noun
pending | 16740_tameguchi | タメ口 | general | noun
pending | 16742_fukeru | 老ける | general | verb (ichidan)
pending | 16743_agarikomu | 上がりこむ | general | verb (godan)
pending | 16744_kyokuryoku | 極力 | general | adverb
pending | 16745_yaritogeru | やり遂げる | general | verb (ichidan)
pending | 16746_nennotame | 念のため | general | expression
pending | 16747_kaifuu | 開封 | general | noun, suru verb
pending | 16748_bishonure | びしょ濡れ | general | noun
pending | 16749_akisame | 秋雨 | general | noun
pending | 16750_kirinukeru | 切り抜ける | general | verb (ichidan)
pending | 16751_tsumikomu | 積み込む | general | verb (godan)
pending | 16752_zoutei | 贈呈 | general | noun, suru verb
pending | 16753_taian | 大安 | general | noun
pending | 16754_butsumetsu | 仏滅 | general | noun
pending | 16755_namikaze | 波風 | general | noun
pending | 16756_zousei | 造成 | general | noun, suru verb
pending | 16757_koni | 懇意 | general | noun, na-adjective
pending | 16758_aigan | 哀願 | general | noun, suru verb
pending | 16759_sonotsudo | その都度 | general | adverb
pending | 16760_miataru | 見当たる | general | verb (godan)
pending | 16761_amiyaki | 網焼き | general | noun
pending | 16762_fushinkan | 不信感 | general | noun
pending | 16763_warini | 割に | general | adverb
pending | 16764_jousetsu | 常設 | general | noun, no-adjective, suru verb
pending | 16765_kinjitsu | 近日 | general | noun, adverb
pending | 16766_koukyouryoukin | 公共料金 | general | noun
pending | 16767_shikyouhin | 試供品 | general | noun
pending | 16768_ruisui | 類推 | general | noun, suru verb
pending | 16769_sorikaeru | 反り返る | general | verb (godan)
pending | 16770_shukuhai | 祝杯 | general | noun
pending | 16771_keirou | 敬老 | general | noun
pending | 16772_jikoshuchou | 自己主張 | general | noun, suru verb
pending | 16773_tettoutetsubi | 徹頭徹尾 | general | adverb
pending | 16774_higakureru | 日が暮れる | general | expression
pending | 16775_kotozuke | 言付け | general | noun
pending | 16776_fueisei | 不衛生 | general | noun, na-adjective
pending | 16777_untenseki | 運転席 | general | noun
pending | 16778_geigeki | 迎撃 | general | noun, suru verb
pending | 16779_ikisaki | 行き先 | general | noun
pending | 16780_hantaigawa | 反対側 | general | noun
pending | 16781_kaigichuu | 会議中 | general | noun
pending | 16782_kansui | 完遂 | general | noun, verb (suru)
pending | 16783_jizokuteki | 持続的 | general | adjective (na)
pending | 16784_sanfujinka | 産婦人科 | general | noun
pending | 16785_dokuso | 毒素 | general | noun
pending | 16786_sagyoufuku | 作業服 | general | noun
pending | 16787_hongawa | 本革 | general | noun
pending | 16788_dengonban | 伝言板 | general | noun
pending | 16789_susurinaku | すすり泣く | general | verb (godan)
pending | 16790_kanenbutsu | 可燃物 | general | noun
pending | 16791_shiminuki | 染み抜き | general | noun
pending | 16792_kyakusen | 客船 | general | noun
pending | 16793_jousen | 乗船 | general | noun, verb (suru)
pending | 16794_jushinbako | 受信箱 | general | noun
